2019.01.01,2.7,-4.6,6.1,0.9
kedd,,,,
2019.01.02,3.1,-0.7,9.5,0.9
szerda,,,,
2019.01.03,0.3,-3.3,7.9,0.1
csütörtök,,,,
2019.01.04,-1,-6.3,5.4,0.2
péntek,,,,
2019.01.05,2.2,-3.2,5.8,4
szombat,,,,
2019.01.06,0.4,-6.5,7.3,0
vasárnap,,,,
2019.01.07,-5.2,-14.9,1.9,0
hétfõ,,,,
2019.01.08,0,-10.4,4.4,4.7
kedd,,,,
2019.01.09,1.8,-1.2,4.6,1.9
szerda,,,,
2019.01.10,0.2,-8.6,3.2,0.3
csütörtök,,,,
2019.01.11,-6.5,-9.8,5.6,0.1
péntek,,,,
2019.01.12,3.3,-4.3,6,1.2
szombat,,,,
2019.01.13,3.3,0,5.9,1.4
vasárnap,,,,
2019.01.14,3.1,-1.4,10.1,4.7
hétfõ,,,,
2019.01.15,1.2,-3.2,8.2,0.7
kedd,,,,
2019.01.16,5.7,-1.3,10,0.2
szerda,,,,
2019.01.17,10,-1.1,6,3.3
csütörtök,,,,
2019.01.18,5.6,-3.2,8.1,7.2
péntek,,,,
2019.01.19,0.6,-4.7,3.6,0
szombat,,,,
2019.01.20,0,-2.1,3.7,2.7
vasárnap,,,,
2019.01.21,0,-7,1.8,0.1
hétfõ,,,,
2019.01.22,-2.4,-9.9,3,0
kedd,,,,
2019.01.23,-1.4,-7.1,4.7,2.7
szerda,,,,
2019.01.24,1.5,-3.1,3.6,1.2
csütörtök,,,,
2019.01.25,-3.3,-6.3,6.7,2.5
péntek,,,,
2019.01.26,-2.7,-6.5,7.1,0
szombat,,,,
2019.01.27,2.7,-2.1,5.2,0.7
vasárnap,,,,
2019.01.28,3.6,-1.9,4.5,5.7
hétfõ,,,,
2019.01.29,3.3,-3.6,4.8,0.1
kedd,,,,
2019.01.30,-1.3,-8.5,2.6,0.1
szerda,,,,
2019.01.31,0.1,-3.4,2.4,0.2
csütörtök,,,,
2019.02.01,2.3,-2,4.7,1.8
péntek,,,,
2019.02.02,9.5,5.3,6.7,2.5
szombat,,,,
2019.02.03,11,3.5,7.6,2
vasárnap,,,,
2019.02.04,4.4,0.9,8.5,0.3
hétfõ,,,,
2019.02.05,4.7,-1.4,3,0.2
kedd,,,,
2019.02.06,3.3,-4.8,3,0
szerda,,,,
2019.02.07,2.2,-5.5,2.5,0
csütörtök,,,,
2019.02.08,3.8,-4.5,2,0.3
péntek,,,,
2019.02.09,3.8,-3.7,2.7,0.1
szombat,,,,
2019.02.10,6.3,-4.5,7.7,0.8
vasárnap,,,,
2019.02.11,6,2.6,10.5,4.3
hétfõ,,,,
2019.02.12,3.2,-0.7,9.6,0.1
kedd,,,,
2019.02.13,3.6,-1.7,5.9,0.1
szerda,,,,
2019.02.14,7.1,-0.3,6.5,0
csütörtök,,,,
2019.02.15,7.1,-2.6,1.9,0
péntek,,,,
2019.02.16,8.4,-2.3,2.3,0
szombat,,,,
2019.02.17,9.7,-2.1,1.9,0
vasárnap,,,,
2019.02.18,7.3,-2.3,2.2,0
hétfõ,,,,
2019.02.19,7.2,-1.3,2.3,0.2
kedd,,,,
2019.02.20,8.3,0.8,4.9,0
szerda,,,,
2019.02.21,8.6,-0.5,4.2,0.5
csütörtök,,,,
2019.02.22,10.6,-2.7,7.6,1.6
péntek,,,,
2019.02.23,-0.8,-6.4,6.2,0
szombat,,,,
2019.02.24,1.5,-6.6,3.3,0
vasárnap,,,,
2019.02.25,6.5,-4,3,0
hétfõ,,,,
2019.02.26,10.5,-3.9,6.9,0
kedd,,,,
2019.02.27,9.5,-0.1,5,0
szerda,,,,
2019.02.28,12.9,0.9,8.4,0
csütörtök,,,,
2019.03.01,11.6,4.7,5.5,0.1
péntek,,,,
2019.03.02,6.9,2.5,4.5,0.4
szombat,,,,
2019.03.03,11.7,3.1,5.7,0.5
vasárnap,,,,
2019.03.04,14.8,4.1,9.8,0
hétfõ,,,,
2019.03.05,11.9,5,6.9,1.5
kedd,,,,
2019.03.06,13.6,3.5,4.7,0.5
szerda,,,,
2019.03.07,17.2,6.5,8.8,0
csütörtök,,,,
2019.03.08,14.8,7.8,4.7,1.7
péntek,,,,
2019.03.09,12.8,5.8,5.8,0.2
szombat,,,,
2019.03.10,13.8,6.8,9.1,0.2
vasárnap,,,,
2019.03.11,9.3,3.8,14,0.3
hétfõ,,,,
2019.03.12,7.9,0,5.8,0
kedd,,,,
2019.03.13,6,-1.6,5.7,2.1
szerda,,,,
2019.03.14,9.5,-0.9,3.8,0
csütörtök,,,,
2019.03.15,10.1,4.5,8.2,2.2
péntek,,,,
2019.03.16,10,7.7,7.2,0.9
szombat,,,,
2019.03.17,17.6,3.6,6.5,0
vasárnap,,,,
2019.03.18,11.5,6.2,8.7,1.5
hétfõ,,,,
2019.03.19,9.9,5.2,5.5,0.4
kedd,,,,
2019.03.20,10,2.5,2.1,0
szerda,,,,
2019.03.21,11.1,-0.6,2,0
csütörtök,,,,
2019.03.22,14,0.7,2,0
péntek,,,,
2019.03.23,15.6,2.5,2.8,0
szombat,,,,
2019.03.24,17.7,5.5,4.8,0
vasárnap,,,,
2019.03.25,12.1,7.5,5.5,0.2
hétfõ,,,,
2019.03.26,11,5.2,5.9,0
kedd,,,,
2019.03.27,9,1.6,5.6,0
szerda,,,,
2019.03.28,13.2,-1.1,3.6,0
csütörtök,,,,
2019.03.29,13.8,2.3,2.2,0
péntek,,,,
2019.03.30,15.7,2.1,2,0
szombat,,,,
2019.03.31,17.7,3.1,2.5,0
vasárnap,,,,
2019.04.01,13.9,6.1,5.9,0
hétfõ,,,,
2019.04.02,15.2,5,6.6,0
kedd,,,,
2019.04.03,15.5,8.2,6.6,0
szerda,,,,
2019.04.04,17,9,7,0
csütörtök,,,,
2019.04.05,15,6.6,7.7,3
péntek,,,,
2019.04.06,15.5,5.9,3.5,3
szombat,,,,
2019.04.07,17.6,6.7,4,0
vasárnap,,,,
2019.04.08,19.7,8.6,3.3,0
hétfõ,,,,
2019.04.09,19,12,4.5,0.4
kedd,,,,
2019.04.10,17.5,10.9,5.4,0
szerda,,,,
2019.04.11,14.2,10,6.5,6.4
csütörtök,,,,
2019.04.12,10.5,7.7,5.4,13.4
péntek,,,,
2019.04.13,10.1,7.7,5.4,0.2
szombat,,,,
2019.04.14,14.4,8.4,6.4,1.3
vasárnap,,,,
2019.04.15,12.4,4.6,6.4,0
hétfõ,,,,
2019.04.16,12.8,2.1,3.9,0
kedd,,,,
2019.04.17,15.2,3.4,3,0
szerda,,,,
2019.04.18,18.4,9.2,4.1,0.1
csütörtök,,,,
2019.04.19,20.7,11.3,4,0
péntek,,,,
2019.04.20,19.6,11,3.2,0
szombat,,,,
2019.04.21,20.3,11.8,3.6,0
vasárnap,,,,
2019.04.22,19.1,12,7.1,0.3
hétfõ,,,,
2019.04.23,11.8,9.9,7.4,4.8
kedd,,,,
2019.04.24,21.4,10.2,6,2.1
szerda,,,,
2019.04.25,23.8,12.7,6.3,0
csütörtök,,,,
2019.04.26,25.9,15.8,6.1,2.8
péntek,,,,
2019.04.27,17.7,12.2,6.7,4.3
szombat,,,,
2019.04.28,15.8,11.7,8.2,0.4
vasárnap,,,,
2019.04.29,15.9,10.3,5.2,0.9
hétfõ,,,,
2019.04.30,16.8,9,3.8,6.1
kedd,,,,
2019.05.01,19.3,10.4,6.4,0
szerda,,,,
2019.05.02,21.1,10.8,5.5,1
csütörtök,,,,
2019.05.03,16.9,11.9,5.9,0.6
péntek,,,,
2019.05.04,17.4,12.3,5,10.9
szombat,,,,
2019.05.05,11.3,7.1,5.8,27.1
vasárnap,,,,
2019.05.06,11.7,7.1,4.9,9.1
hétfõ,,,,
2019.05.07,15.2,6.8,6.3,0
kedd,,,,
2019.05.08,17.8,7.8,4.6,0
szerda,,,,
2019.05.09,11.4,9.9,5,17
csütörtök,,,,
2019.05.10,19.3,9.9,6.6,0.6
péntek,,,,
2019.05.11,22.3,11.2,3.6,0.8
szombat,,,,
2019.05.12,22.3,13.6,4.9,9.8
vasárnap,,,,
2019.05.13,16.4,8.8,6.3,1.2
hétfõ,,,,
2019.05.14,10.5,6.8,6,30.3
kedd,,,,
2019.05.15,11.6,8.5,3,9.3
szerda,,,,
2019.05.16,17,7.4,2.2,0.1
csütörtök,,,,
2019.05.17,20,10.4,2.6,0
péntek,,,,
2019.05.18,23.4,11.8,3.9,0.2
szombat,,,,
2019.05.19,24.4,14.2,4.7,3.5
vasárnap,,,,
2019.05.20,22.4,15.9,6,7.7
hétfõ,,,,
2019.05.21,19.8,12.7,5.4,5.7
kedd,,,,
2019.05.22,17.6,14.3,7.1,1.5
szerda,,,,
2019.05.23,18.5,12.6,7.7,0
csütörtök,,,,
2019.05.24,20.5,10.5,3.5,2.2
péntek,,,,
2019.05.25,23.9,13.6,2.9,0
szombat,,,,
2019.05.26,25.6,16,2.8,0
vasárnap,,,,
2019.05.27,25.6,17.3,4.2,7.8
hétfõ,,,,
2019.05.28,23.6,15.3,4.2,9.4
kedd,,,,
2019.05.29,21.8,14.2,3.3,5.8
szerda,,,,
2019.05.30,16.7,12.7,4.2,23.1
csütörtök,,,,
2019.05.31,23.1,12.9,3.3,1.4
péntek,,,,
2019.06.01,25.2,15.8,4.9,0.9
szombat,,,,
2019.06.02,27.2,17,3.6,0
vasárnap,,,,
2019.06.03,28.1,18.1,3.5,0.2
hétfõ,,,,
2019.06.04,27.5,18.7,3.3,0
kedd,,,,
2019.06.05,27.7,19.7,3.9,3
szerda,,,,
2019.06.06,26.2,17.3,4.8,4.6
csütörtök,,,,
2019.06.07,27.7,18.2,4.1,8.8
péntek,,,,
2019.06.08,27.1,18.2,6,0
szombat,,,,
2019.06.09,28.1,17.9,3.6,0
vasárnap,,,,
2019.06.10,30.4,20,4.2,0
hétfõ,,,,
2019.06.11,30.9,21.1,4.4,0
kedd,,,,
2019.06.12,31.1,21.5,5.4,0
szerda,,,,
2019.06.13,33.3,22.3,4.1,3.2
csütörtök,,,,
2019.06.14,33,23.3,3.7,0
péntek,,,,
2019.06.15,33.8,23.6,3.9,0.3
szombat,,,,
2019.06.16,31.7,24.4,4.7,7.1
vasárnap,,,,
2019.06.17,29.4,21,3.7,10.7
hétfõ,,,,
2019.06.18,26.6,19.9,4.3,3
kedd,,,,
2019.06.19,29.7,22.9,4.8,15.9
szerda,,,,
2019.06.20,29.8,22.4,2.5,6.9
csütörtök,,,,
2019.06.21,29.2,21,4.5,0.8
péntek,,,,
2019.06.22,29.8,22.3,3.3,2.4
szombat,,,,
2019.06.23,26.8,21.1,4.2,20.1
vasárnap,,,,
2019.06.24,29,20.3,5.7,0.8
hétfõ,,,,
2019.06.25,31.3,20.4,4.2,0
kedd,,,,
2019.06.26,32.5,23.9,3.2,0
szerda,,,,
2019.06.27,32.5,23.2,7.5,0
csütörtök,,,,
2019.06.28,26.2,18.3,4,0
péntek,,,,
2019.06.29,28.2,18.6,3.2,0
szombat,,,,
2019.06.30,29.1,20.7,4.3,0
vasárnap,,,,
2019.07.01,32.2,20.8,3.8,0
hétfõ,,,,
2019.07.02,30.9,23.2,6.3,0
kedd,,,,
2019.07.03,27.1,20.1,5.1,0
szerda,,,,
2019.07.04,25.8,19.1,4.2,0
csütörtök,,,,
2019.07.05,28.4,19.7,5.3,0
péntek,,,,
2019.07.06,29.6,20.8,5.7,0
szombat,,,,
2019.07.07,24.3,20.8,6.6,13.3
vasárnap,,,,
2019.07.08,23,17.4,4.7,0
hétfõ,,,,
2019.07.09,22.5,17.7,5.6,0
kedd,,,,
2019.07.10,23.1,17.3,5.7,0
szerda,,,,
2019.07.11,23.9,15.1,5.2,0
csütörtök,,,,
2019.07.12,21.3,17.3,3.5,0
péntek,,,,
2019.07.13,22.4,15.9,4.9,12.9
szombat,,,,
2019.07.14,25.9,15.6,4.9,0.6
vasárnap,,,,
2019.07.15,23.8,17.6,3.6,0.8
hétfõ,,,,
2019.07.16,26.1,18,4.5,0
kedd,,,,
2019.07.17,24.6,14.7,4.9,0
szerda,,,,
2019.07.18,27.8,18.8,3.8,1
csütörtök,,,,
2019.07.19,28.5,20.2,3.5,2.4
péntek,,,,
2019.07.20,30.2,20.8,4.3,0
szombat,,,,
2019.07.21,32,22,5.2,0.6
vasárnap,,,,
2019.07.22,28.6,21.1,5.7,0
hétfõ,,,,
2019.07.23,27.8,21.2,4.6,0
kedd,,,,
2019.07.24,29.8,19.9,3.4,0
szerda,,,,
2019.07.25,30.1,21.6,2.6,0
csütörtök,,,,
2019.07.26,32.5,22.6,3.1,0.1
péntek,,,,
2019.07.27,30.2,21.8,3.8,12.9
szombat,,,,
2019.07.28,32.2,20.7,5,5.4
vasárnap,,,,
2019.07.29,29.3,20.7,4.3,4.3
hétfõ,,,,
2019.07.30,30.5,20.8,5.5,0
kedd,,,,
2019.07.31,28.7,22.6,4.6,0
szerda,,,,
2019.08.01,30.6,21.8,4.4,0.9
csütörtök,,,,
2019.08.02,27.9,21.8,4.3,0
péntek,,,,
2019.08.03,25.8,18.2,5.6,37.4
szombat,,,,
2019.08.04,26.9,17.5,3,0
vasárnap,,,,
2019.08.05,27.2,19.7,4.2,0.5
hétfõ,,,,
2019.08.06,31.2,20.5,3,0.4
kedd,,,,
2019.08.07,31.7,22.6,6,1.5
szerda,,,,
2019.08.08,28.8,20.7,5.9,0
csütörtök,,,,
2019.08.09,30.7,22,4.1,0.1
péntek,,,,
2019.08.10,33.4,23.1,3.2,0
szombat,,,,
2019.08.11,33.6,23.7,4.7,0
vasárnap,,,,
2019.08.12,36.2,24.8,3.7,0
hétfõ,,,,
2019.08.13,28,20.3,7.2,3.7
kedd,,,,
2019.08.14,23,17.4,4.6,12
szerda,,,,
2019.08.15,24.2,16.8,2.5,0
csütörtök,,,,
2019.08.16,25.4,19.1,4.3,1.1
péntek,,,,
2019.08.17,27.4,17.9,3.1,0
szombat,,,,
2019.08.18,29.7,20,4.2,0
vasárnap,,,,
2019.08.19,32.3,21.7,3.3,0
hétfõ,,,,
2019.08.20,33.6,23.3,3,0
kedd,,,,
2019.08.21,30.2,22.5,5.5,0.5
szerda,,,,
2019.08.22,27.7,19.4,3.1,2.3
csütörtök,,,,
2019.08.23,30.5,21.6,2.2,0
péntek,,,,
2019.08.24,32.1,23.4,4,0
szombat,,,,
2019.08.25,32,23.7,3.3,1.5
vasárnap,,,,
2019.08.26,31.5,24.3,4,1.3
hétfõ,,,,
2019.08.27,31.5,24.4,3.9,0.9
kedd,,,,
2019.08.28,33.4,24.7,3.2,0
szerda,,,,
2019.08.29,33.1,25.4,2.9,0
csütörtök,,,,
2019.08.30,34.7,24.7,2.6,0
péntek,,,,
2019.08.31,33.1,25,3.9,0.1
szombat,,,,
2019.09.01,32.3,24.8,3.7,0
vasárnap,,,,
2019.09.02,32.6,22.2,4.7,0
hétfõ,,,,
2019.09.03,21.9,16.1,6.8,2.2
kedd,,,,
2019.09.04,25.6,15.9,1.9,0
szerda,,,,
2019.09.05,26.5,18.6,2,0
csütörtök,,,,
2019.09.06,26.3,17.3,4,0
péntek,,,,
2019.09.07,20.5,18.2,3,2.4
szombat,,,,
2019.09.08,23,17.6,2.6,5.3
vasárnap,,,,
2019.09.09,21.8,15,5.6,20.3
hétfõ,,,,
2019.09.10,22.7,14.7,3.2,0
kedd,,,,
2019.09.11,26.1,16.7,2,0
szerda,,,,
2019.09.12,25.5,19.7,5.4,0
csütörtök,,,,
2019.09.13,25.4,16.3,4.3,0
péntek,,,,
2019.09.14,25.6,18.4,4.4,0
szombat,,,,
2019.09.15,23.8,15.7,3.2,0
vasárnap,,,,
2019.09.16,26.7,17.5,3.5,0
hétfõ,,,,
2019.09.17,22,16.7,6.1,0
kedd,,,,
2019.09.18,17.2,11.2,8.4,0
szerda,,,,
2019.09.19,17.1,10.4,4.8,0
csütörtök,,,,
2019.09.20,18.8,9.8,3.5,0
péntek,,,,
2019.09.21,19.5,12.4,2,0
szombat,,,,
2019.09.22,22.5,13.1,4.2,0
vasárnap,,,,
2019.09.23,17.7,13.7,4.7,0
hétfõ,,,,
2019.09.24,20.4,14.2,2.1,0
kedd,,,,
2019.09.25,20.2,14.9,3.3,1.3
szerda,,,,
2019.09.26,21.1,14.5,5.2,1.9
csütörtök,,,,
2019.09.27,23,14.7,2.8,0
péntek,,,,
2019.09.28,17.5,16.4,3.6,0.7
szombat,,,,
2019.09.29,22.6,14.7,4.4,0
vasárnap,,,,
2019.09.30,24,15.9,10.7,0
hétfõ,,,,
2019.10.01,22.7,13.4,4.7,0
kedd,,,,
2019.10.02,23.1,15.9,5.5,2.5
szerda,,,,
2019.10.03,15.2,10.2,9.1,0.3
csütörtök,,,,
2019.10.04,16.2,8.1,3.5,0
péntek,,,,
2019.10.05,13.1,10.3,7.3,4.1
szombat,,,,
2019.10.06,14.6,8.9,7.1,0.3
vasárnap,,,,
2019.10.07,12.1,8.2,3.4,0
hétfõ,,,,
2019.10.08,13.9,7.2,4.3,0
kedd,,,,
2019.10.09,19.2,10.3,7.9,0
szerda,,,,
2019.10.10,15.4,11.1,6.8,2.2
csütörtök,,,,
2019.10.11,17.3,9.4,4.2,0
péntek,,,,
2019.10.12,20.6,11.1,3.1,0
szombat,,,,
2019.10.13,20.6,13.3,2.2,0
vasárnap,,,,
2019.10.14,21.4,14.6,3.2,0
hétfõ,,,,
2019.10.15,22.7,14.8,3.6,0
kedd,,,,
2019.10.16,17.3,14.1,3.1,0
szerda,,,,
2019.10.17,21.5,13.8,1.6,0
csütörtök,,,,
2019.10.18,21,14.5,3.1,0
péntek,,,,
2019.10.19,21.6,13.4,5.5,0
szombat,,,,
2019.10.20,22.8,15,5.1,0
vasárnap,,,,
2019.10.21,23.6,15.6,3.7,0
hétfõ,,,,
2019.10.22,23,15.7,1.5,0
kedd,,,,
2018.12.01,-1.8,-5.6,2.8,0.1
szombat,,,,
2018.12.02,0.3,-4.4,4.3,0
vasárnap,,,,
2018.12.03,3.3,-2.4,3.3,0.4
hétfõ,,,,
2018.12.04,5.4,0.2,5.9,0.7
kedd,,,,
2018.12.05,4.9,-5,6.7,0
szerda,,,,
2018.12.06,2,-5.9,3,0.1
csütörtök,,,,
2018.12.07,2.6,-0.9,2.6,3.5
péntek,,,,
2018.12.08,6.8,0.1,6,6.4
szombat,,,,
2018.12.09,6.1,-0.1,5.7,0.8
vasárnap,,,,
2018.12.10,5.9,1.4,7.9,0.6
hétfõ,,,,
2018.12.11,3.7,-0.2,5.6,0.8
kedd,,,,
2018.12.12,3.1,-0.9,5.6,0.4
szerda,,,,
2018.12.13,1.6,-5.3,2,0
csütörtök,,,,
2018.12.14,-0.6,-5.7,4.5,0.7
péntek,,,,
2018.12.15,-0.4,-1.1,5.8,14.8
szombat,,,,
2018.12.16,-0.7,-4.2,3,4.3
vasárnap,,,,
2018.12.17,-4.3,-7.6,1.9,0.4
hétfõ,,,,
2018.12.18,-2.6,-8.2,2,0.1
kedd,,,,
2018.12.19,-7,-9.8,4,0.7
szerda,,,,
2018.12.20,-4.2,-8.3,4.7,1.2
csütörtök,,,,
2018.12.21,-0.9,-6.3,3.1,0
péntek,,,,
2018.12.22,6.7,1.1,5.7,1.4
szombat,,,,
2018.12.23,6.4,2.1,6.3,0.6
vasárnap,,,,
2018.12.24,4,-2.1,6,6.2
hétfõ,,,,
2018.12.25,2,-3.5,7.9,0.4
kedd,,,,
2018.12.26,3.8,-0.8,7.1,0.2
szerda,,,,
2018.12.27,5.9,0,5.6,0
csütörtök,,,,
2018.12.28,6.1,2.3,6.5,0
péntek,,,,
2018.12.29,5.1,0,5.7,0
szombat,,,,
2018.12.30,4.8,-0.7,8.8,1.4
vasárnap,,,,
2018.12.31,4.2,-1.5,7.5,0.3
hétfõ,,,,
2018.11.01,20.8,8.8,4.7,0
csütörtök,,,,
2018.11.02,21.2,13,4.3,0.2
péntek,,,,
2018.11.03,19.6,11.3,2.7,0
szombat,,,,
2018.11.04,17.3,7.9,2.6,0
vasárnap,,,,
2018.11.05,17.2,6.6,4.2,0
hétfõ,,,,
2018.11.06,15.8,7.3,4.9,0
kedd,,,,
2018.11.07,15.6,6.6,4.8,0
szerda,,,,
2018.11.08,14.3,5.4,3.1,0
csütörtök,,,,
2018.11.09,12.7,3,3.6,0
péntek,,,,
2018.11.10,10.9,3.2,4.3,0.1
szombat,,,,
2018.11.11,15,4.8,4,0.2
vasárnap,,,,
2018.11.12,14.7,4.3,3.6,0
hétfõ,,,,
2018.11.13,13.8,5.8,3.8,0.1
kedd,,,,
2018.11.14,12,3.5,6.9,0
szerda,,,,
2018.11.15,10.7,0.6,2.5,0
csütörtök,,,,
2018.11.16,8.3,0.9,5.3,0
péntek,,,,
2018.11.17,5.9,-1.5,5.5,0
szombat,,,,
2018.11.18,6.4,-3.6,2.5,0
vasárnap,,,,
2018.11.19,1.9,-0.5,4.1,1.2
hétfõ,,,,
2018.11.20,4.5,0.3,8.7,4
kedd,,,,
2018.11.21,4.3,3.4,5.4,4.6
szerda,,,,
2018.11.22,4.9,2.4,2.9,0.7
csütörtök,,,,
2018.11.23,4.8,2.7,3.7,0.6
péntek,,,,
2018.11.24,6.4,1.5,4.4,2.8
szombat,,,,
2018.11.25,6.9,4.7,4.9,14.8
vasárnap,,,,
2018.11.26,9.4,5.3,6.7,14.3
hétfõ,,,,
2018.11.27,4.6,0.9,5.6,8.8
kedd,,,,
2018.11.28,1.6,-3.8,7.1,0.4
szerda,,,,
2018.11.29,-0.2,-6.3,5.4,0.6
csütörtök,,,,
2018.11.30,-2.1,-5.3,3.2,0.3
péntek,,,,
2018.10.01,18,6.4,4.4,0.2
hétfõ,,,,
2018.10.02,14.3,6.8,6.3,0.8
kedd,,,,
2018.10.03,16.8,3.5,7.4,0.1
szerda,,,,
2018.10.04,15.7,5.7,4.3,0
csütörtök,,,,
2018.10.05,17.1,2.9,3.7,0
péntek,,,,
2018.10.06,20.3,4,5.1,0
szombat,,,,
2018.10.07,20.3,12.7,4.4,0
vasárnap,,,,
2018.10.08,19.6,11.9,2.6,0.4
hétfõ,,,,
2018.10.09,22.7,10,3.1,0
kedd,,,,
2018.10.10,23.1,9.2,2.7,0
szerda,,,,
2018.10.11,22.3,9,3.3,0
csütörtök,,,,
2018.10.12,21,8.6,2.9,0
péntek,,,,
2018.10.13,21.4,8.2,2.4,0
szombat,,,,
2018.10.14,19.5,8.3,4.3,0
vasárnap,,,,
2018.10.15,19.4,7.5,4.8,0
hétfõ,,,,
2018.10.16,18.8,8.5,4.9,0
kedd,,,,
2018.10.17,21.2,8.8,3.2,0
szerda,,,,
2018.10.18,21.1,9.4,2,0
csütörtök,,,,
2018.10.19,21,8.9,2.3,0
péntek,,,,
2018.10.20,19.6,7.2,5.2,0
szombat,,,,
2018.10.21,10.8,8.3,5.3,4.6
vasárnap,,,,
2018.10.22,15,7.7,3.5,0.3
hétfõ,,,,
2018.10.23,12.7,8.2,8.6,0
kedd,,,,
2018.10.24,12.8,6.8,12.6,1.4
szerda,,,,
2018.10.25,14.3,6,7.8,0.7
csütörtök,,,,
2018.10.26,14.1,7.1,5.1,0
péntek,,,,
2018.10.27,13.9,10.6,5.3,4.1
szombat,,,,
2018.10.28,20.7,11.4,7.3,6.9
vasárnap,,,,
2018.10.29,20.4,16,7.7,20.5
hétfõ,,,,
2018.10.30,18.1,10.8,7.7,4.7
kedd,,,,
2018.10.31,18.4,9.9,4.6,0
szerda,,,,
